name,rating,users_count,tags,link
Petya and Spiders,2100,4,"bitmasks, dp",https://codeforces.com/problemset/problem/112/E
Divisibility by 25,2100,10,"brute force, greedy",https://codeforces.com/problemset/problem/988/E
Parade,2100,1,"data structures, sortings",https://codeforces.com/problemset/problem/35/E
Context Advertising,2100,13,"dp, two pointers",https://codeforces.com/problemset/problem/309/B
Counter Attack,2100,5,"data structures, dsu, graphs, hashing, sortings",https://codeforces.com/problemset/problem/190/E
Magic Squares,2100,10,,https://codeforces.com/problemset/problem/178/D3
Piet,2100,4,implementation,https://codeforces.com/problemset/problem/132/B
Constants in the language of Shakespeare,2100,4,"constructive algorithms, dp, greedy",https://codeforces.com/problemset/problem/132/D
Battleship,2100,1,"*special, dfs and similar, implementation",https://codeforces.com/problemset/problem/100/H
Start of the session,2100,2,constructive algorithms,https://codeforces.com/problemset/problem/12/E
Greg and Friends,2100,4,"combinatorics, dp, graphs, shortest paths",https://codeforces.com/problemset/problem/295/C
Mahmoud and a xor trip,2100,8,"bitmasks, constructive algorithms, data structures, dfs and similar, dp, math, trees",https://codeforces.com/problemset/problem/766/E
Sad powers,2100,35,"binary search, math, number theory",https://codeforces.com/problemset/problem/955/C
Piet,2100,3,implementation,https://codeforces.com/problemset/problem/133/D
String Mark,2100,8,"combinatorics, math, strings",https://codeforces.com/problemset/problem/895/D
Duff in Beach,2100,4,,https://codeforces.com/problemset/problem/588/D
Rain and Umbrellas,2100,7,dp,https://codeforces.com/problemset/problem/988/F
Berland and the Shortest Paths,2100,4,"brute force, dfs and similar, graphs, shortest paths",https://codeforces.com/problemset/problem/1005/F
Present,2100,4,"binary search, bitmasks, math, sortings",https://codeforces.com/problemset/problem/1323/D
Leha and another game about graph,2100,11,"dfs and similar, graphs",https://codeforces.com/problemset/problem/841/D
Subway Pursuit,2100,7,interactive,https://codeforces.com/problemset/problem/1040/D
Down or Right,2100,1,interactive,https://codeforces.com/problemset/problem/951/C
Segments,2100,2,,https://codeforces.com/problemset/problem/953/J
DNA Evolution,2100,4,"data structures, strings",https://codeforces.com/problemset/problem/823/B
Bear and Tree Jumps,2100,4,"dfs and similar, dp, trees",https://codeforces.com/problemset/problem/771/C
Underground Lab,2100,2,"constructive algorithms, dfs and similar, graphs",https://codeforces.com/problemset/problem/780/E
The table,2100,3,"constructive algorithms, greedy",https://codeforces.com/problemset/problem/226/D
Sockets,2100,5,"greedy, sortings",https://codeforces.com/problemset/problem/732/E
The Unbearable Lightness of Weights,2100,26,"dp, math",https://codeforces.com/problemset/problem/1032/E
New York Hotel,2100,1,"greedy, math",https://codeforces.com/problemset/problem/491/B
Distributing Parts ,2100,1,"greedy, sortings",https://codeforces.com/problemset/problem/496/E
Game with Points,2100,3,"dp, graphs, implementation, shortest paths",https://codeforces.com/problemset/problem/386/D
Inna and Binary Logic,2100,1,"binary search, bitmasks, data structures",https://codeforces.com/problemset/problem/400/E
Arpa and a list of numbers,2100,4,implementation,https://codeforces.com/problemset/problem/851/D
Lipshitz Sequence,2100,3,math,https://codeforces.com/problemset/problem/602/D
Permutation recovery,2100,2,"data structures, dfs and similar, graphs, math",https://codeforces.com/problemset/problem/1159/E
Grime Zoo,2100,3,"brute force, greedy, implementation, strings",https://codeforces.com/problemset/problem/1411/D
Send Boxes to Alice (Hard Version),2100,2,"greedy, math, number theory",https://codeforces.com/problemset/problem/1255/E2
Solo mid Oracle,2100,1,"binary search, greedy, math, number theory, ternary search",https://codeforces.com/problemset/problem/1435/E
Cactus,2100,1,"data structures, dfs and similar, dp, graphs, trees",https://codeforces.com/problemset/problem/231/E
Sleepy Game,2100,5,"dfs and similar, games, graphs",https://codeforces.com/problemset/problem/937/D
notepad.exe,2200,111,"binary search, constructive algorithms, greedy, interactive",https://codeforces.com/problemset/problem/1672/E
Equal Tree Sums,2200,51,"constructive algorithms, dfs and similar, math, trees",https://codeforces.com/problemset/problem/1656/E
Anonymity Is Important,2200,71,"binary search, brute force, data structures, dsu, greedy, sortings",https://codeforces.com/problemset/problem/1641/C
Paint the Middle,2200,51,"dp, greedy, sortings, two pointers",https://codeforces.com/problemset/problem/1630/C
Lexicographically Small Enough,2200,76,"brute force, data structures, greedy, strings",https://codeforces.com/problemset/problem/1616/E
Math Test,2200,33,"bitmasks, brute force, greedy",https://codeforces.com/problemset/problem/1622/E
X(or)-mas Tree,2200,68,"bitmasks, dfs and similar, dsu, graphs, trees",https://codeforces.com/problemset/problem/1615/D
Minimal Coverage,2200,15,dp,https://codeforces.com/problemset/problem/1579/G
Equilibrium,2200,70,"data structures, dp, greedy",https://codeforces.com/problemset/problem/1556/E
Ezzat and Grid,2200,19,"data structures, dp, greedy",https://codeforces.com/problemset/problem/1557/D
Telepanting,2200,49,"binary search, data structures, dp, sortings",https://codeforces.com/problemset/problem/1552/F
Phoenix and Computers,2200,52,"combinatorics, dp, math",https://codeforces.com/problemset/problem/1515/E
Travelling Salesman Problem,2200,41,"binary search, data structures, dp, greedy, shortest paths, sortings, two pointers",https://codeforces.com/problemset/problem/1503/C
"Mysterious language again, seriously?",2200,14,*special,https://codeforces.com/problemset/problem/1505/I
Math,2200,37,"*special, math",https://codeforces.com/problemset/problem/1505/F
Two chandeliers,2200,63,"binary search, brute force, chinese remainder theorem, math, number theory",https://codeforces.com/problemset/problem/1500/B
Palindromic Doubles,2200,14,"*special, data structures, dp",https://codeforces.com/problemset/problem/1488/E
Nezzar and Nice Beatmap,2200,44,"constructive algorithms, geometry, greedy, math, sortings",https://codeforces.com/problemset/problem/1477/C
Strange Housing,2200,55,"constructive algorithms, dfs and similar, graph matchings, graphs, greedy",https://codeforces.com/problemset/problem/1470/D
K and Medians,2200,36,"constructive algorithms, greedy, math",https://codeforces.com/problemset/problem/1468/H
LaIS,2200,50,"data structures, dp, greedy",https://codeforces.com/problemset/problem/1468/A
Discrete Centrifugal Jumps,2200,54,"data structures, dp, graphs",https://codeforces.com/problemset/problem/1407/D
Kaavi and Magic Spell,2200,54,"dp, strings",https://codeforces.com/problemset/problem/1336/C
Robots on a Grid,2200,50,"data structures, dfs and similar, dsu, graphs, greedy, matrices",https://codeforces.com/problemset/problem/1335/F
Perfect Triples,2200,66,"bitmasks, brute force, constructive algorithms, divide and conquer, math",https://codeforces.com/problemset/problem/1338/C
Kuroni and the Score Distribution,2200,86,"constructive algorithms, greedy, implementation, math",https://codeforces.com/problemset/problem/1305/E
Arson In Berland Forest,2200,71,"binary search, brute force, data structures, dfs and similar, graphs, greedy, shortest paths",https://codeforces.com/problemset/problem/1261/C
Wrong Answer on test 233 (Easy Version),2200,32,"combinatorics, dp",https://codeforces.com/problemset/problem/1261/D1
Rock Is Push,2200,40,"data structures, dp",https://codeforces.com/problemset/problem/1246/C
Berland Federalization,2200,2,"*special, dp, trees",https://codeforces.com/problemset/problem/1212/H
Let Them Slide,2200,101,"data structures, implementation",https://codeforces.com/problemset/problem/1208/E
Jongmah,2200,78,dp,https://codeforces.com/problemset/problem/1110/D
Magic Stones,2200,74,"constructive algorithms, math, sortings",https://codeforces.com/problemset/problem/1110/E
Makoto and a Blackboard,2200,79,"dp, math, number theory, probabilities",https://codeforces.com/problemset/problem/1097/D
Dog Show,2200,18,"constructive algorithms, data structures, greedy",https://codeforces.com/problemset/problem/847/D
Radio stations,2200,23,"binary search, data structures",https://codeforces.com/problemset/problem/762/E
Trips,2200,29,graphs,https://codeforces.com/problemset/problem/1037/E
Addition on Segments,2200,44,"bitmasks, data structures, divide and conquer, dp",https://codeforces.com/problemset/problem/981/E
Big Secret,2200,58,"constructive algorithms, data structures, greedy, math",https://codeforces.com/problemset/problem/966/C
One-Way Reform,2200,9,"constructive algorithms, dfs and similar, flows, graphs, greedy",https://codeforces.com/problemset/problem/723/E
Salazar Slytherin's Locket,2200,25,"bitmasks, dp",https://codeforces.com/problemset/problem/855/E
Product transformation,2200,23,"combinatorics, math, number theory",https://codeforces.com/problemset/problem/852/F
Nikita and stack,2200,21,data structures,https://codeforces.com/problemset/problem/756/C
Felicity's Big Secret Revealed,2200,43,"bitmasks, dp",https://codeforces.com/problemset/problem/757/D
Graph Coloring,2200,9,"dfs and similar, graphs",https://codeforces.com/problemset/problem/662/B
Bear and Polynomials,2200,17,"hashing, implementation, math",https://codeforces.com/problemset/problem/639/C
Intellectual Inquiry,2200,20,"dp, greedy, strings",https://codeforces.com/problemset/problem/645/E
Table Compression,2200,57,"dfs and similar, dp, dsu, graphs, greedy",https://codeforces.com/problemset/problem/650/C
Package Delivery,2200,15,"data structures, divide and conquer, greedy",https://codeforces.com/problemset/problem/627/C
Professor GukiZ and Two Arrays,2200,34,"binary search, two pointers",https://codeforces.com/problemset/problem/620/D
Bribes,2200,9,"dfs and similar, graphs, trees",https://codeforces.com/problemset/problem/575/B
Run for beer,2200,33,"dfs and similar, shortest paths",https://codeforces.com/problemset/problem/575/G
The Game Of Parity,2200,29,games,https://codeforces.com/problemset/problem/549/C
Happy Line,2200,28,"constructive algorithms, greedy, sortings",https://codeforces.com/problemset/problem/549/G
Om Nom and Necklace,2200,31,"hashing, string suffix structures, strings",https://codeforces.com/problemset/problem/526/D
The Maths Lecture,2200,9,"dp, implementation",https://codeforces.com/problemset/problem/507/D
Captains Mode,2200,14,"bitmasks, dp, games",https://codeforces.com/problemset/problem/377/C
Divisor Tree,2200,24,"brute force, dp, number theory",https://codeforces.com/problemset/problem/338/C
Suns and Rays,2200,7,"constructive algorithms, dfs and similar, implementation",https://codeforces.com/problemset/problem/316/F3
Suns and Rays,2200,40,"dfs and similar, implementation",https://codeforces.com/problemset/problem/316/F1
Good Substrings,2200,19,string suffix structures,https://codeforces.com/problemset/problem/316/G2
Tidying Up,2200,19,flows,https://codeforces.com/problemset/problem/316/C1
Game on Tree,2200,15,"implementation, math, probabilities, trees",https://codeforces.com/problemset/problem/280/C
Dima and Horses,2200,11,"graphs, greedy",https://codeforces.com/problemset/problem/273/C
Colorado Potato Beetle,2200,6,"dfs and similar, implementation",https://codeforces.com/problemset/problem/243/C
Snake,2200,3,"bitmasks, dfs and similar, graphs, implementation",https://codeforces.com/problemset/problem/225/D
Paint Tree,2200,20,"constructive algorithms, divide and conquer, geometry, sortings, trees",https://codeforces.com/problemset/problem/196/C
Compatible Numbers,2200,5,"bitmasks, brute force, dfs and similar, dp",https://codeforces.com/problemset/problem/165/E
Smart Cheater,2200,12,"data structures, math, probabilities",https://codeforces.com/problemset/problem/150/C
Luck is in Numbers,2200,14,greedy,https://codeforces.com/problemset/problem/120/I
Plumber,2200,3,math,https://codeforces.com/problemset/problem/115/C
Double Happiness,2200,5,"brute force, math, number theory",https://codeforces.com/problemset/problem/113/C
Item World,2200,10,"brute force, implementation, sortings",https://codeforces.com/problemset/problem/105/C
Tetris revisited,2200,12,"constructive algorithms, graph matchings, greedy, math",https://codeforces.com/problemset/problem/86/B
Powerful array,2200,117,"data structures, implementation, math, two pointers",https://codeforces.com/problemset/problem/86/D
Petya and Tree,2200,5,"binary search, dfs and similar, probabilities, sortings, trees",https://codeforces.com/problemset/problem/85/C
Gift,2200,39,"dsu, graphs, sortings, trees",https://codeforces.com/problemset/problem/76/A
FreeDiv,2200,5,"dfs and similar, graphs, greedy",https://codeforces.com/problemset/problem/73/D
Geometrical problem,2200,7,implementation,https://codeforces.com/problemset/problem/51/D
Safe cracking,2200,7,"brute force, constructive algorithms",https://codeforces.com/problemset/problem/42/C
School,2200,4,"dp, dsu",https://codeforces.com/problemset/problem/45/B
Prime Problem,2200,7,number theory,https://codeforces.com/problemset/problem/45/G
Bath Queue,2200,2,"combinatorics, dp, probabilities",https://codeforces.com/problemset/problem/28/C
Deletion of Repeats,2200,9,"greedy, hashing, string suffix structures",https://codeforces.com/problemset/problem/19/C
Sequence,2200,8,"dp, sortings",https://codeforces.com/problemset/problem/13/C
Tree Queries (Easy Version),2200,25,"brute force, constructive algorithms, dfs and similar, dp, greedy, trees",https://codeforces.com/problemset/problem/1695/D1
Hemose on the Tree,2200,22,"bitmasks, constructive algorithms, dfs and similar, trees",https://codeforces.com/problemset/problem/1670/E
AND-MEX Walk,2200,34,"bitmasks, brute force, constructive algorithms, dfs and similar, dsu, graphs",https://codeforces.com/problemset/problem/1659/E
Interactive Treasure Hunt,2200,47,"brute force, constructive algorithms, geometry, interactive, math",https://codeforces.com/problemset/problem/1666/I
Fancy Stack,2200,50,"combinatorics, dp, implementation",https://codeforces.com/problemset/problem/1666/F
Star MST,2200,17,"combinatorics, dp, graph matchings, math",https://codeforces.com/problemset/problem/1657/E
Vitaly and Advanced Useless Algorithms,2200,11,"dp, greedy, implementation",https://codeforces.com/problemset/problem/1650/F
Power Board,2200,25,"brute force, dp, math, number theory",https://codeforces.com/problemset/problem/1646/E
Cars ,2200,18,"2-sat, constructive algorithms, dfs and similar, dsu, graphs, greedy, sortings",https://codeforces.com/problemset/problem/1635/E
Not Escaping,2200,24,"data structures, dp, implementation, shortest paths, two pointers",https://codeforces.com/problemset/problem/1627/E
Trader Problem,2200,24,"data structures, dsu, greedy, sortings",https://codeforces.com/problemset/problem/1618/G
Moment of Bloom,2200,30,"constructive algorithms, dfs and similar, dsu, graph matchings, graphs, greedy, trees",https://codeforces.com/problemset/problem/1586/E
Non-Decreasing Dilemma,2200,33,"data structures, divide and conquer, math",https://codeforces.com/problemset/problem/1567/E
Two Hundred Twenty One (hard version),2200,21,"data structures, math",https://codeforces.com/problemset/problem/1562/D2
Mocha and Stars,2200,31,"combinatorics, dp, fft, math, number theory",https://codeforces.com/problemset/problem/1559/E
Equidistant Vertices,2200,18,"brute force, combinatorics, dfs and similar, dp, trees",https://codeforces.com/problemset/problem/1551/F
Prairie Partition,2200,9,"binary search, constructive algorithms, greedy, math",https://codeforces.com/problemset/problem/773/C
Free Market,2200,9,"dp, greedy",https://codeforces.com/problemset/problem/364/B
Tree Folding,2200,42,"dfs and similar, dp, greedy, implementation, trees",https://codeforces.com/problemset/problem/765/E
RPD and Rap Sheet (Hard Version),2200,28,"brute force, constructive algorithms, interactive, math",https://codeforces.com/problemset/problem/1543/D2
Searching Rectangles,2200,39,"binary search, constructive algorithms, interactive",https://codeforces.com/problemset/problem/713/B
Priority Queue,2200,16,"combinatorics, dp, implementation, math, ternary search",https://codeforces.com/problemset/problem/1542/D
Restoring Numbers,2200,3,"constructive algorithms, math",https://codeforces.com/problemset/problem/509/D
Mr. Kitayuta's Technology,2200,30,"dfs and similar, graphs",https://codeforces.com/problemset/problem/506/B
Figure Fixing,2200,34,"constructive algorithms, dfs and similar, dsu, graphs, greedy, math",https://codeforces.com/problemset/problem/1537/F
Erase and Extend (Hard Version),2200,43,"binary search, data structures, greedy, hashing, string suffix structures, strings, two pointers",https://codeforces.com/problemset/problem/1537/E2
Gold Transfer,2200,33,"binary search, data structures, dp, greedy, interactive, trees",https://codeforces.com/problemset/problem/1535/E
Kill Anton,2200,34,"brute force, constructive algorithms, data structures, math, strings",https://codeforces.com/problemset/problem/1526/D
To Go Or Not To Go?,2200,29,"brute force, dfs and similar, graphs, greedy, implementation, shortest paths",https://codeforces.com/problemset/problem/1520/G
Guess the K-th Zero (Hard version),2200,27,"binary search, constructive algorithms, data structures, interactive",https://codeforces.com/problemset/problem/1520/F2
Multiples and Power Differences,2200,20,"constructive algorithms, graphs, math, number theory",https://codeforces.com/problemset/problem/1485/D
Bear and Tower of Cubes,2200,38,"binary search, dp, greedy",https://codeforces.com/problemset/problem/679/B
New Game Plus!,2200,32,"binary search, dp, greedy, sortings",https://codeforces.com/problemset/problem/1456/C
Powerful Ksenia,2200,17,"bitmasks, constructive algorithms, math",https://codeforces.com/problemset/problem/1438/D
Make It Increasing,2200,37,"binary search, constructive algorithms, data structures, dp, implementation",https://codeforces.com/problemset/problem/1437/E
Excitation of Atoms,2200,36,"greedy, implementation",https://codeforces.com/problemset/problem/1425/E
And Reachability,2200,75,"bitmasks, dp",https://codeforces.com/problemset/problem/1168/C
Three Sequences,2200,30,"constructive algorithms, data structures, greedy, math",https://codeforces.com/problemset/problem/1406/D
Clear the Multiset,2200,36,"data structures, divide and conquer, dp, greedy",https://codeforces.com/problemset/problem/1400/E
Two Types of Spells,2200,33,"binary search, data structures, greedy, implementation, math, sortings",https://codeforces.com/problemset/problem/1398/E
Weights Division (hard version),2200,42,"binary search, dfs and similar, greedy, sortings, trees, two pointers",https://codeforces.com/problemset/problem/1399/E2
Calendar Ambiguity,2200,25,"math, number theory",https://codeforces.com/problemset/problem/1389/E
Sum of Digits,2200,52,"brute force, constructive algorithms, dp, greedy",https://codeforces.com/problemset/problem/1373/E
Decreasing Heights,2200,18,"brute force, dp",https://codeforces.com/problemset/problem/1353/F
Divisor Paths,2200,49,"combinatorics, graphs, greedy, math, number theory",https://codeforces.com/problemset/problem/1334/E
Kate and imperfection,2200,49,"greedy, implementation, math, number theory, sortings, two pointers",https://codeforces.com/problemset/problem/1333/F
Infinite Path,2200,39,"brute force, dfs and similar, graphs, math, number theory",https://codeforces.com/problemset/problem/1327/D
Make k Equal,2200,58,greedy,https://codeforces.com/problemset/problem/1328/F
Construct the Binary Tree,2200,20,"brute force, constructive algorithms, trees",https://codeforces.com/problemset/problem/1311/E
Erase Subsequences,2200,32,"dp, strings",https://codeforces.com/problemset/problem/1303/E
Permutation Separation,2200,50,"data structures, divide and conquer",https://codeforces.com/problemset/problem/1295/E
Tests for problem D,2200,17,"constructive algorithms, dfs and similar, divide and conquer, trees",https://codeforces.com/problemset/problem/1278/E
DIY Garland,2200,19,"constructive algorithms, greedy, trees",https://codeforces.com/problemset/problem/1283/F
Two Bracket Sequences,2200,48,"dp, strings, two pointers",https://codeforces.com/problemset/problem/1272/F
Arson In Berland Forest,2200,4,"binary search, graphs, graphs, shortest paths",https://codeforces.com/problemset/problem/1227/E
Wrong Answer on test 233 (Easy Version),2200,3,dp,https://codeforces.com/problemset/problem/1227/F1
Antenna Coverage,2200,33,"data structures, dp, greedy, sortings",https://codeforces.com/problemset/problem/1253/E
Palindrome-less Arrays,2200,30,"combinatorics, divide and conquer, dp",https://codeforces.com/problemset/problem/1140/E
Serval and Snake,2200,18,"binary search, brute force, interactive",https://codeforces.com/problemset/problem/1153/E
Songwriter,2200,23,"greedy, two pointers",https://codeforces.com/problemset/problem/1252/E
Rock Is Push,2200,1,"binary search, dp",https://codeforces.com/problemset/problem/1225/E
Maximum Weight Subset,2200,35,"dp, trees",https://codeforces.com/problemset/problem/1249/F
Vladik and cards,2200,3,"binary search, bitmasks, brute force, dp",https://codeforces.com/problemset/problem/743/E
Middle-Out,2200,5,"constructive algorithms, greedy, strings",https://codeforces.com/problemset/problem/1231/E
Keyboard Purchase,2200,45,"bitmasks, dp",https://codeforces.com/problemset/problem/1238/E
The Maximum Subtree,2200,34,"dfs and similar, dp, graphs, trees",https://codeforces.com/problemset/problem/1238/F
Yet Another Substring Reverse,2200,20,"bitmasks, dp",https://codeforces.com/problemset/problem/1234/F
Numerical Sequence (hard version),2200,16,"binary search, math",https://codeforces.com/problemset/problem/1216/E2
Tourism,2200,71,"dfs and similar, dp, dsu, graphs, greedy, trees",https://codeforces.com/problemset/problem/1220/E
Marbles,2200,21,"bitmasks, dp",https://codeforces.com/problemset/problem/1215/E
Heidi and the Turing Test (Medium),2200,25,data structures,https://codeforces.com/problemset/problem/1184/C2
The Doctor Meets Vader (Medium),2200,36,"flows, graph matchings, graphs, shortest paths, sortings",https://codeforces.com/problemset/problem/1184/B2
Count The Rectangles,2200,25,"bitmasks, brute force, data structures, geometry, sortings",https://codeforces.com/problemset/problem/1194/E
Short Colorful Strip,2200,54,"combinatorics, dfs and similar, dp",https://codeforces.com/problemset/problem/1178/F1
K-th Path,2200,78,"brute force, constructive algorithms, shortest paths, sortings",https://codeforces.com/problemset/problem/1196/F
Irrigation,2200,24,"binary search, data structures, implementation, sortings, trees, two pointers",https://codeforces.com/problemset/problem/1181/D
Serge and Dining Room,2200,54,"binary search, data structures, graph matchings, greedy, implementation, math, trees",https://codeforces.com/problemset/problem/1179/C
Strictly Positive Matrix,2200,6,"graphs, math",https://codeforces.com/problemset/problem/402/E
Minimal Segment Cover,2200,35,"data structures, dfs and similar, divide and conquer, dp, greedy, implementation, trees",https://codeforces.com/problemset/problem/1175/E
The minimal unique substring,2200,53,"constructive algorithms, math, strings",https://codeforces.com/problemset/problem/1158/B
Three Religions,2200,58,"dp, implementation, strings",https://codeforces.com/problemset/problem/1149/B
Special Segments of Permutation,2200,18,"data structures, divide and conquer, dsu, two pointers",https://codeforces.com/problemset/problem/1156/E
0-1-Tree,2200,24,"dfs and similar, divide and conquer, dp, dsu, trees",https://codeforces.com/problemset/problem/1156/D
Three Religions,2200,2,"dp, strings",https://codeforces.com/problemset/problem/1150/D
Guess the Root,2200,38,"brute force, interactive, math",https://codeforces.com/problemset/problem/1155/E
Minimum Possible LCM,2200,41,"brute force, greedy, math, number theory",https://codeforces.com/problemset/problem/1154/G
Palindrome Degree,2200,8,"hashing, strings",https://codeforces.com/problemset/problem/7/D
Bananas in a Microwave,2200,33,"dfs and similar, dp, graphs, implementation",https://codeforces.com/problemset/problem/1498/D
Two Houses,2200,27,"brute force, graphs, greedy, interactive, sortings",https://codeforces.com/problemset/problem/1498/E
Cleaning,2200,31,"data structures, dp, greedy, math",https://codeforces.com/problemset/problem/1474/D
Carrots for Rabbits,2200,69,"binary search, data structures, greedy, math, sortings",https://codeforces.com/problemset/problem/1428/E
Almost Acyclic Graph,2200,47,"dfs and similar, graphs",https://codeforces.com/problemset/problem/915/D
Music in Car,2200,4,"data structures, greedy, two pointers",https://codeforces.com/problemset/problem/746/F
New Year and Arbitrary Arrangement,2200,20,"dp, math, probabilities",https://codeforces.com/problemset/problem/908/D
Decypher the String,2200,15,"bitmasks, chinese remainder theorem, constructive algorithms, interactive, math",https://codeforces.com/problemset/problem/1117/E
Alice the Fan,2200,71,dp,https://codeforces.com/problemset/problem/1089/A
Cute Sequences,2200,34,"binary search, brute force, greedy, math",https://codeforces.com/problemset/problem/1166/D
Nastya Hasn't Written a Legend,2200,28,"binary search, data structures",https://codeforces.com/problemset/problem/1136/E
Helping Hiasat ,2200,45,"bitmasks, brute force, dp, meet-in-the-middle",https://codeforces.com/problemset/problem/1105/E
Find a Number,2200,25,"dp, graphs, number theory, shortest paths",https://codeforces.com/problemset/problem/1070/A
AI robots,2200,51,data structures,https://codeforces.com/problemset/problem/1045/G
Interstellar battle,2200,23,"math, probabilities, trees",https://codeforces.com/problemset/problem/1045/D
Little C Loves 3 II,2200,83,"brute force, constructive algorithms, flows, graph matchings",https://codeforces.com/problemset/problem/1034/B
Network Safety,2200,40,"dfs and similar, dsu, graphs, math, sortings",https://codeforces.com/problemset/problem/1039/C
Tree,2200,41,"binary search, dp, trees",https://codeforces.com/problemset/problem/932/D
Seating of Students,2200,67,"brute force, constructive algorithms, math",https://codeforces.com/problemset/problem/906/B
GCD of Polynomials,2200,50,"constructive algorithms, math",https://codeforces.com/problemset/problem/901/B
Arpa and a game with Mojtaba,2200,34,"bitmasks, dp, games",https://codeforces.com/problemset/problem/850/C
Winter is here,2200,17,"combinatorics, dp, math, number theory",https://codeforces.com/problemset/problem/839/D
The Bakery,2200,30,"binary search, data structures, divide and conquer, dp, two pointers",https://codeforces.com/problemset/problem/833/B
Karen and Test,2200,32,"brute force, combinatorics, constructive algorithms, math",https://codeforces.com/problemset/problem/815/B
Fake News (medium),2200,9,"constructive algorithms, strings",https://codeforces.com/problemset/problem/802/H
Marmots (medium),2200,35,math,https://codeforces.com/problemset/problem/802/E
Glad to see you!,2200,63,"binary search, interactive",https://codeforces.com/problemset/problem/809/B
Prairie Partition,2200,37,"binary search, greedy",https://codeforces.com/problemset/problem/806/C
Ice cream coloring,2200,47,"constructive algorithms, dfs and similar, greedy",https://codeforces.com/problemset/problem/804/C
Jon and Orbs,2200,40,"dp, math, probabilities",https://codeforces.com/problemset/problem/768/D
Running Over The Bridges,2200,16,"greedy, implementation, math",https://codeforces.com/problemset/problem/730/D
Award Ceremony,2200,7,"greedy, implementation",https://codeforces.com/problemset/problem/730/E
Synchrophasotron,2200,3,brute force,https://codeforces.com/problemset/problem/68/C
Brain Network (hard),2200,9,trees,https://codeforces.com/problemset/problem/690/C3
Hamiltonian Spanning Tree,2200,26,"dfs and similar, dp, graph matchings, greedy, trees",https://codeforces.com/problemset/problem/618/D
XOR and Favorite Number,2200,33,data structures,https://codeforces.com/problemset/problem/617/E
Square Root of Permutation,2200,19,"combinatorics, constructive algorithms, dfs and similar, graphs, math",https://codeforces.com/problemset/problem/612/E
Three States,2200,25,"dfs and similar, graphs, shortest paths",https://codeforces.com/problemset/problem/590/C
Lieges of Legendre,2200,21,"games, math",https://codeforces.com/problemset/problem/603/C
Duff in the Army,2200,67,"data structures, trees",https://codeforces.com/problemset/problem/587/C
Tree Requests,2200,28,"binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees",https://codeforces.com/problemset/problem/570/D
President and Roads,2200,20,"dfs and similar, graphs, hashing, shortest paths",https://codeforces.com/problemset/problem/567/E
Case of Chocolate,2200,29,data structures,https://codeforces.com/problemset/problem/555/C
GukiZ hates Boxes,2200,8,"binary search, greedy",https://codeforces.com/problemset/problem/551/C
Brackets in Implications,2200,14,"constructive algorithms, greedy, implementation, math",https://codeforces.com/problemset/problem/550/E
Mike and Frog,2200,43,"brute force, greedy, implementation, math",https://codeforces.com/problemset/problem/547/A
A Heap of Heaps,2200,24,"brute force, data structures, math, sortings",https://codeforces.com/problemset/problem/538/F
Demiurges Play Again,2200,22,"dfs and similar, dp, math, trees",https://codeforces.com/problemset/problem/538/E
Darth Vader and Tree,2200,2,"dp, matrices",https://codeforces.com/problemset/problem/514/E
Arthur and Brackets,2200,11,"dp, greedy",https://codeforces.com/problemset/problem/508/E
Match & Catch,2200,43,"dp, string suffix structures, strings",https://codeforces.com/problemset/problem/427/D
Sereja and Table ,2200,24,"bitmasks, greedy",https://codeforces.com/problemset/problem/425/B
Antichain,2200,6,"dp, graph matchings, greedy",https://codeforces.com/problemset/problem/353/E
Jeff and Permutation,2200,15,greedy,https://codeforces.com/problemset/problem/351/E
Wrong Floyd,2200,2,"brute force, constructive algorithms, dfs and similar, graphs",https://codeforces.com/problemset/problem/350/E
The Minimum Number of Variables,2200,12,"bitmasks, dp",https://codeforces.com/problemset/problem/279/D
Three Horses,2200,10,"constructive algorithms, math, number theory",https://codeforces.com/problemset/problem/271/E
Ralph And His Tour in Binary Country,2200,17,"brute force, data structures, trees",https://codeforces.com/problemset/problem/894/D
High Cry,2200,41,"binary search, bitmasks, combinatorics, data structures, divide and conquer",https://codeforces.com/problemset/problem/875/D
Treeland Tour,2200,17,"data structures, dfs and similar, dp, trees",https://codeforces.com/problemset/problem/490/F
Tests Renumeration,2200,2,,https://codeforces.com/problemset/problem/861/E
Tests Renumeration,2200,29,greedy,https://codeforces.com/problemset/problem/860/C
The Bakery,2200,4,"data structures, divide and conquer, dp",https://codeforces.com/problemset/problem/834/D
Vladik and chat,2200,29,"brute force, constructive algorithms, dp, implementation, strings",https://codeforces.com/problemset/problem/754/C
Persistent Bookcase ,2200,9,"bitmasks, data structures, dfs and similar, implementation",https://codeforces.com/problemset/problem/707/D
Lovely Matrix,2200,26,"dfs and similar, graphs, greedy, sortings",https://codeforces.com/problemset/problem/274/D
Bear and Polynomials,2200,42,math,https://codeforces.com/problemset/problem/657/B
Knitting Batik,2200,29,"implementation, math",https://codeforces.com/problemset/problem/1575/K
Holiday Wall Ornaments,2200,17,"dp, strings",https://codeforces.com/problemset/problem/1575/H
GCD Festival,2200,32,"math, number theory",https://codeforces.com/problemset/problem/1575/G
Huge Strings,2200,58,"bitmasks, brute force, dp, implementation, strings",https://codeforces.com/problemset/problem/868/D
